head,relation,tail
user_457,rated,movie_77
user_650,rated,movie_202
user_219,rated,movie_4
user_600,rated,movie_651
user_484,rated,movie_679
user_291,rated,movie_933
user_608,rated,movie_199
user_537,rated,movie_181
user_190,rated,movie_121
user_535,rated,movie_921
user_422,rated,movie_287
user_450,rated,movie_83
user_500,rated,movie_250
user_614,rated,movie_255
user_15,rated,movie_925
user_606,rated,movie_1039
user_601,rated,movie_157
user_496,rated,movie_1614
user_638,rated,movie_89
user_541,rated,movie_235
user_524,rated,movie_1166
user_577,rated,movie_1271
user_387,rated,movie_625
user_637,rated,movie_833
user_597,rated,movie_225
user_417,rated,movie_1011
user_617,rated,movie_647
user_682,rated,movie_924
user_328,rated,movie_77
user_628,rated,movie_874
user_609,rated,movie_908
user_521,rated,movie_475
user_655,rated,movie_950
user_623,rated,movie_234
user_435,rated,movie_394
user_606,rated,movie_214
user_474,rated,movie_69
user_358,rated,movie_1524
user_592,rated,movie_100
user_567,rated,movie_170
user_291,rated,movie_423
user_606,rated,movie_432
user_200,rated,movie_91
user_234,rated,movie_489
user_593,rated,movie_220
user_535,rated,movie_173
user_234,rated,movie_504
user_21,rated,movie_185
user_613,rated,movie_471
user_665,rated,movie_343
user_204,rated,movie_146
user_456,rated,movie_211
user_245,rated,movie_894
user_618,rated,movie_190
user_235,rated,movie_195
user_148,rated,movie_474
user_607,rated,movie_180
user_293,rated,movie_1286
user_92,rated,movie_684
user_292,rated,movie_665
user_472,rated,movie_834
user_622,rated,movie_568
user_587,rated,movie_325
user_158,rated,movie_231
user_70,rated,movie_501
user_405,rated,movie_774
user_663,rated,movie_11
user_343,rated,movie_193
user_545,rated,movie_17
user_432,rated,movie_117
user_379,rated,movie_357
user_332,rated,movie_121
user_286,rated,movie_569
user_276,rated,movie_735
user_379,rated,movie_219
user_650,rated,movie_435
user_577,rated,movie_99
user_354,rated,movie_248
user_586,rated,movie_155
user_414,rated,movie_302
user_405,rated,movie_97
user_659,rated,movie_258
user_606,rated,movie_928
user_422,rated,movie_260
user_614,rated,movie_279
user_478,rated,movie_238
user_548,rated,movie_333
user_602,rated,movie_50
user_102,rated,movie_596
user_549,rated,movie_515
user_194,rated,movie_276
user_500,rated,movie_274
user_363,rated,movie_50
user_38,rated,movie_452
user_336,rated,movie_710
user_406,rated,movie_504
user_622,rated,movie_542
user_92,rated,movie_274
user_608,rated,movie_568
user_58,rated,movie_249
user_666,rated,movie_4
user_249,rated,movie_96
user_655,rated,movie_611
user_423,rated,movie_340
user_667,rated,movie_435
user_653,rated,movie_1620
user_407,rated,movie_183
user_479,rated,movie_479
user_503,rated,movie_210
user_591,rated,movie_94
user_496,rated,movie_1139
user_606,rated,movie_709
user_496,rated,movie_825
user_380,rated,movie_1039
user_664,rated,movie_1090
user_618,rated,movie_132
user_543,rated,movie_471
user_527,rated,movie_93
user_654,rated,movie_278
user_94,rated,movie_501
user_437,rated,movie_28
user_246,rated,movie_1089
user_506,rated,movie_539
user_181,rated,movie_412
user_344,rated,movie_96
user_385,rated,movie_235
user_81,rated,movie_596
user_13,rated,movie_736
user_268,rated,movie_802
user_664,rated,movie_7
user_106,rated,movie_14
user_629,rated,movie_11
user_393,rated,movie_1181
user_655,rated,movie_210
user_207,rated,movie_521
user_474,rated,movie_1421
user_535,rated,movie_133
user_357,rated,movie_685
user_43,rated,movie_174
user_457,rated,movie_402
user_659,rated,movie_96
user_585,rated,movie_923
user_543,rated,movie_44
user_130,rated,movie_398
user_587,rated,movie_892
user_291,rated,movie_393
user_230,rated,movie_223
user_467,rated,movie_742
user_533,rated,movie_685
user_577,rated,movie_44
user_469,rated,movie_64
user_13,rated,movie_865
user_151,rated,movie_265
user_519,rated,movie_266
user_393,rated,movie_105
user_579,rated,movie_173
user_405,rated,movie_853
user_640,rated,movie_195
user_334,rated,movie_155
user_135,rated,movie_321
user_587,rated,movie_342
user_453,rated,movie_364
user_246,rated,movie_748
user_125,rated,movie_393
user_97,rated,movie_603
user_629,rated,movie_991
user_663,rated,movie_603
user_515,rated,movie_750
user_430,rated,movie_462
user_504,rated,movie_69
user_67,rated,movie_1052
user_660,rated,movie_313
user_342,rated,movie_412
user_655,rated,movie_576
user_650,rated,movie_127
user_303,rated,movie_150
user_59,rated,movie_474
user_639,rated,movie_692
user_606,rated,movie_132
user_544,rated,movie_749
user_381,rated,movie_303
user_551,rated,movie_979
user_468,rated,movie_157
user_447,rated,movie_1048
user_293,rated,movie_129
user_552,rated,movie_411
user_437,rated,movie_180
user_479,rated,movie_328
user_296,rated,movie_186
user_486,rated,movie_255
user_592,rated,movie_331
user_577,rated,movie_87
user_417,rated,movie_399
user_345,rated,movie_125
user_459,rated,movie_969
user_59,rated,movie_672
user_43,rated,movie_12
user_650,rated,movie_674
user_502,rated,movie_680
user_287,rated,movie_476
user_28,rated,movie_322
user_542,rated,movie_70
user_85,rated,movie_419
user_334,rated,movie_494
user_13,rated,movie_656
user_533,rated,movie_186
user_513,rated,movie_405
user_551,rated,movie_3
user_655,rated,movie_1319
user_417,rated,movie_63
user_682,rated,movie_735
user_660,rated,movie_432
user_411,rated,movie_73
user_503,rated,movie_216
user_624,rated,movie_924
user_669,rated,movie_537
user_649,rated,movie_275
user_608,rated,movie_658
user_666,rated,movie_492
user_616,rated,movie_299
user_429,rated,movie_1
user_621,rated,movie_41
user_610,rated,movie_294
user_614,rated,movie_122
user_637,rated,movie_544
user_457,rated,movie_540
user_669,rated,movie_462
user_627,rated,movie_586
user_653,rated,movie_409
user_497,rated,movie_248
user_86,rated,movie_269
user_178,rated,movie_124
user_574,rated,movie_289
user_599,rated,movie_535
user_13,rated,movie_411
user_479,rated,movie_188
user_18,rated,movie_427
user_403,rated,movie_477
user_682,rated,movie_623
user_144,rated,movie_405
user_624,rated,movie_534
user_288,rated,movie_173
user_435,rated,movie_1225
user_184,rated,movie_165
user_319,rated,movie_332
user_569,rated,movie_276
user_407,rated,movie_255
user_73,rated,movie_1
user_514,rated,movie_19
user_561,rated,movie_520
user_267,rated,movie_186
user_411,rated,movie_58
user_494,rated,movie_479
user_303,rated,movie_23
user_474,rated,movie_699
user_605,rated,movie_483
user_664,rated,movie_732
user_295,rated,movie_497
user_472,rated,movie_343
user_610,rated,movie_427
user_633,rated,movie_183
user_405,rated,movie_23
user_546,rated,movie_349
user_463,rated,movie_952
user_374,rated,movie_619
user_537,rated,movie_65
user_116,rated,movie_355
user_90,rated,movie_654
user_528,rated,movie_178
user_478,rated,movie_340
user_145,rated,movie_284
user_305,rated,movie_1485
user_56,rated,movie_153
user_642,rated,movie_80
user_551,rated,movie_455
user_153,rated,movie_181
user_350,rated,movie_195
user_287,rated,movie_710
user_407,rated,movie_449
user_298,rated,movie_153
user_194,rated,movie_1091
user_640,rated,movie_578
user_588,rated,movie_172
user_265,rated,movie_117
user_577,rated,movie_651
user_442,rated,movie_240
user_625,rated,movie_248
user_407,rated,movie_657
user_655,rated,movie_252
user_528,rated,movie_484
user_308,rated,movie_321
user_664,rated,movie_514
user_165,rated,movie_260
user_627,rated,movie_458
user_659,rated,movie_419
user_496,rated,movie_158
user_537,rated,movie_317
user_49,rated,movie_501
user_653,rated,movie_1012
user_537,rated,movie_525
user_620,rated,movie_895
user_548,rated,movie_1025
user_313,rated,movie_503
user_184,rated,movie_235
user_196,rated,movie_1007
user_537,rated,movie_512
user_277,rated,movie_471
user_422,rated,movie_452
user_391,rated,movie_772
user_617,rated,movie_185
user_59,rated,movie_313
user_332,rated,movie_77
user_640,rated,movie_357
user_618,rated,movie_71
user_489,rated,movie_875
user_552,rated,movie_291
user_457,rated,movie_304
user_566,rated,movie_483
user_661,rated,movie_527
user_232,rated,movie_170
user_486,rated,movie_277
user_682,rated,movie_215
user_189,rated,movie_214
user_641,rated,movie_83
user_537,rated,movie_959
user_664,rated,movie_466
user_110,rated,movie_385
user_23,rated,movie_479
user_621,rated,movie_393
user_314,rated,movie_151
user_303,rated,movie_72
user_378,rated,movie_715
user_70,rated,movie_225
user_466,rated,movie_326
user_49,rated,movie_1079
user_587,rated,movie_938
user_682,rated,movie_265
user_506,rated,movie_380
user_655,rated,movie_1208
user_13,rated,movie_568
user_109,rated,movie_186
user_326,rated,movie_180
user_648,rated,movie_429
user_682,rated,movie_325
user_605,rated,movie_462
user_587,rated,movie_902
user_83,rated,movie_298
user_436,rated,movie_785
user_373,rated,movie_431
user_591,rated,movie_238
user_92,rated,movie_227
user_522,rated,movie_179
user_311,rated,movie_192
user_541,rated,movie_50
user_656,rated,movie_750
user_144,rated,movie_55
user_82,rated,movie_539
user_188,rated,movie_294
user_474,rated,movie_70
user_588,rated,movie_318
user_174,rated,movie_401
user_442,rated,movie_449
user_278,rated,movie_923
user_666,rated,movie_206
user_295,rated,movie_382
user_495,rated,movie_1046
user_476,rated,movie_83
user_376,rated,movie_321
user_188,rated,movie_742
user_234,rated,movie_923
user_199,rated,movie_323
user_564,rated,movie_312
user_595,rated,movie_678
user_346,rated,movie_739
user_385,rated,movie_428
user_380,rated,movie_744
user_1,rated,movie_169
user_591,rated,movie_86
user_514,rated,movie_214
user_303,rated,movie_501
user_159,rated,movie_364
user_661,rated,movie_313
user_627,rated,movie_732
user_679,rated,movie_520
user_291,rated,movie_456
user_299,rated,movie_81
user_298,rated,movie_484
user_303,rated,movie_597
user_97,rated,movie_195
user_521,rated,movie_746
user_655,rated,movie_1007
user_308,rated,movie_153
user_10,rated,movie_693
user_311,rated,movie_1050
user_474,rated,movie_60
user_297,rated,movie_746
user_346,rated,movie_55
user_405,rated,movie_1570
user_481,rated,movie_50
user_373,rated,movie_169
user_127,rated,movie_901
user_212,rated,movie_645
user_234,rated,movie_277
user_351,rated,movie_310
user_489,rated,movie_326
user_290,rated,movie_174
user_125,rated,movie_186
user_342,rated,movie_378
user_344,rated,movie_127
user_608,rated,movie_98
user_487,rated,movie_191
user_300,rated,movie_264
user_493,rated,movie_693
user_451,rated,movie_880
user_514,rated,movie_258
user_630,rated,movie_477
user_465,rated,movie_258
user_122,rated,movie_135
user_121,rated,movie_282
user_411,rated,movie_229
user_640,rated,movie_1016
user_452,rated,movie_780
user_373,rated,movie_95
user_135,rated,movie_324
user_586,rated,movie_200
user_543,rated,movie_566
user_130,rated,movie_1210
user_523,rated,movie_25
user_663,rated,movie_274
user_381,rated,movie_640
user_660,rated,movie_826
user_474,rated,movie_604
user_660,rated,movie_98
user_87,rated,movie_1188
user_489,rated,movie_752
user_657,rated,movie_1009
user_654,rated,movie_257
user_136,rated,movie_9
user_567,rated,movie_268
user_308,rated,movie_603
user_583,rated,movie_175
user_559,rated,movie_187
user_301,rated,movie_735
user_533,rated,movie_333
user_239,rated,movie_1098
user_653,rated,movie_737
user_601,rated,movie_58
user_665,rated,movie_177
user_301,rated,movie_742
user_663,rated,movie_471
user_532,rated,movie_26
user_432,rated,movie_257
user_478,rated,movie_231
user_429,rated,movie_385
user_252,rated,movie_290
user_393,rated,movie_1168
user_625,rated,movie_195
user_43,rated,movie_491
user_536,rated,movie_56
user_405,rated,movie_697
user_581,rated,movie_100
user_627,rated,movie_117
user_668,rated,movie_258
user_537,rated,movie_307
user_257,rated,movie_1022
user_660,rated,movie_249
user_545,rated,movie_729
user_582,rated,movie_410
user_290,rated,movie_121
user_387,rated,movie_187
user_587,rated,movie_338
user_295,rated,movie_790
user_257,rated,movie_313
user_666,rated,movie_179
user_521,rated,movie_235
user_38,rated,movie_202
user_145,rated,movie_352
user_293,rated,movie_17
user_94,rated,movie_250
user_244,rated,movie_235
user_263,rated,movie_180
user_435,rated,movie_890
user_597,rated,movie_713
user_354,rated,movie_308
user_158,rated,movie_455
user_18,rated,movie_23
user_659,rated,movie_855
user_457,rated,movie_200
user_605,rated,movie_191
user_380,rated,movie_629
user_271,rated,movie_381
user_255,rated,movie_930
user_388,rated,movie_288
user_58,rated,movie_655
user_642,rated,movie_1029
user_598,rated,movie_750
user_659,rated,movie_161
user_421,rated,movie_50
user_648,rated,movie_122
user_264,rated,movie_525
user_62,rated,movie_521
user_389,rated,movie_66
user_498,rated,movie_160
user_559,rated,movie_163
user_268,rated,movie_636
user_447,rated,movie_1142
user_161,rated,movie_428
user_255,rated,movie_222
user_537,rated,movie_468
user_620,rated,movie_300
user_389,rated,movie_300
user_63,rated,movie_325
user_537,rated,movie_202
user_660,rated,movie_101
user_567,rated,movie_604
user_660,rated,movie_1178
user_625,rated,movie_222
user_671,rated,movie_250
user_682,rated,movie_68
user_524,rated,movie_81
user_650,rated,movie_484
user_618,rated,movie_192
user_541,rated,movie_476
user_632,rated,movie_470
user_660,rated,movie_7
user_421,rated,movie_219
user_148,rated,movie_181
user_534,rated,movie_756
user_387,rated,movie_1129
user_334,rated,movie_20
user_450,rated,movie_187
user_221,rated,movie_27
user_256,rated,movie_679
user_11,rated,movie_717
user_505,rated,movie_496
user_288,rated,movie_134
user_613,rated,movie_64
user_305,rated,movie_196
user_592,rated,movie_81
user_207,rated,movie_357
user_452,rated,movie_603
user_327,rated,movie_658
user_605,rated,movie_340
user_476,rated,movie_999
user_559,rated,movie_519
user_94,rated,movie_196
user_457,rated,movie_756
user_445,rated,movie_273
user_640,rated,movie_12
user_673,rated,movie_288
user_539,rated,movie_22
user_276,rated,movie_1267
user_632,rated,movie_746
user_406,rated,movie_524
user_472,rated,movie_183
user_343,rated,movie_65
user_206,rated,movie_346
user_160,rated,movie_461
user_684,rated,movie_64
user_163,rated,movie_357
user_669,rated,movie_169
user_606,rated,movie_68
user_588,rated,movie_934
user_627,rated,movie_86
user_301,rated,movie_97
user_63,rated,movie_480
user_640,rated,movie_201
user_588,rated,movie_531
user_385,rated,movie_919
user_347,rated,movie_100
user_344,rated,movie_1137
user_77,rated,movie_25
user_634,rated,movie_293
user_493,rated,movie_404
user_305,rated,movie_165
user_466,rated,movie_79
user_161,rated,movie_272
user_454,rated,movie_211
user_546,rated,movie_185
user_436,rated,movie_660
user_350,rated,movie_173
user_479,rated,movie_258
user_5,rated,movie_398
user_492,rated,movie_657
user_301,rated,movie_340
user_682,rated,movie_352
user_485,rated,movie_303
user_542,rated,movie_531
user_634,rated,movie_100
user_262,rated,movie_411
user_488,rated,movie_776
user_488,rated,movie_890
user_666,rated,movie_831
user_554,rated,movie_939
user_326,rated,movie_1
user_518,rated,movie_1335
user_437,rated,movie_588
user_542,rated,movie_192
user_407,rated,movie_177
user_416,rated,movie_86
user_503,rated,movie_729
user_216,rated,movie_216
user_643,rated,movie_89
user_406,rated,movie_143
user_169,rated,movie_321
user_130,rated,movie_538
user_286,rated,movie_184
user_380,rated,movie_170
user_597,rated,movie_50
user_95,rated,movie_102
user_267,rated,movie_47
user_577,rated,movie_132
user_591,rated,movie_516
user_537,rated,movie_489
user_655,rated,movie_1351
user_326,rated,movie_441
user_156,rated,movie_510
user_229,rated,movie_896
user_600,rated,movie_761
user_566,rated,movie_384
user_537,rated,movie_727
user_311,rated,movie_735
user_637,rated,movie_1344
user_313,rated,movie_748
user_417,rated,movie_122
user_665,rated,movie_684
user_528,rated,movie_588
user_198,rated,movie_581
user_360,rated,movie_25
user_568,rated,movie_504
user_450,rated,movie_661
user_459,rated,movie_164
user_279,rated,movie_176
user_620,rated,movie_993
user_492,rated,movie_531
user_115,rated,movie_137
user_178,rated,movie_679
user_151,rated,movie_97
user_466,rated,movie_273
user_276,rated,movie_1109
user_385,rated,movie_417
user_178,rated,movie_144
user_643,rated,movie_70
user_685,rated,movie_269
user_665,rated,movie_1040
user_166,rated,movie_347
user_579,rated,movie_56
user_401,rated,movie_477
user_6,rated,movie_168
user_405,rated,movie_808
user_109,rated,movie_202
user_532,rated,movie_915
user_600,rated,movie_62
user_94,rated,movie_302
user_342,rated,movie_531
